f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,y
0.6001,-1.28,0.9556,0.5712,-0.9954,-0.1359,-0.561,0.6758,0.3069,-0.6475,0
0.778,-0.7294,2.3481,0.3212,0.5584,-0.2253,-0.5057,-1.2202,0.6324,0.219,0
-0.5896,0.4089,-1.7743,1.9017,0.223,1.0114,1.1076,-0.3122,-0.6408,0.7441,0
-0.365,0.0936,-1.8012,0.1211,-0.3478,0.0817,0.3926,0.6087,-0.2773,0.5344,0
-2.3031,1.2612,0.1058,-1.3312,-1.6775,0.8724,0.0257,0.6789,0.178,-1.8977,0
-0.3318,-0.515,0.3078,0.3388,0.5957,0.5963,-0.0537,-0.4941,-0.6262,-1.0894,0
1.4979,2.4372,0.5438,1.51,-0.4219,2.3451,-0.4639,-0.2761,0.2275,0.1322,0
0.9408,-0.3185,-0.0843,1.043,-0.6253,1.9804,1.7688,0.9395,0.596,0.905,0
-0.3853,0.4075,0.9148,-0.1825,0.2976,0.9522,-0.8159,0.5216,-1.103,-0.8261,0
-2.4481,0.2085,1.2646,0.4533,-0.0541,-0.6676,-0.174,-1.4539,-1.5059,1.3721,0
-1.8829,0.5237,-0.348,0.7918,-1.3913,0.9217,-1.085,0.3952,-2.1323,-0.5881,0
-0.6809,0.8373,0.4365,-0.7032,-0.3787,1.8257,0.7966,0.1823,0.7261,-1.2029,0
0.5232,0.6281,-1.5511,1.5019,2.3685,-1.6507,-0.5215,-1.1409,1.3791,-1.1626,0
-0.0115,-0.0631,1.6722,0.9796,-0.0312,-0.6188,1.1891,0.4566,-1.3921,-0.5594,0
1.0703,-2.0364,1.5098,-1.643,-0.9514,0.0655,-0.5327,-2.0837,0.3502,-0.4762,0
0.2509,-0.9006,-1.599,0.7207,-1.2623,0.8315,1.014,0.0046,-0.5405,0.4968,0
0.3385,-1.4755,-0.3009,-0.4808,1.1218,-0.0149,1.6163,-0.4478,0.4346,-1.9245,0
0.4733,0.4715,1.892,-0.631,0.5532,-0.0384,-0.3225,0.1578,-1.4618,0.6979,0
-0.4929,1.6014,-0.0581,-0.3896,-2.2865,0.8249,0.1685,-0.6843,2.0318,1.5393,0
1.0346,-0.7329,0.211,-0.9307,2.1109,0.7197,-0.6689,-0.5611,-1.9241,0.7986,0
0.7997,0.4709,-1.0229,0.3291,0.8966,1.3374,-1.1108,1.9277,1.8489,0.3084,0
0.8061,-0.85,1.1583,-0.5041,-0.1107,0.6164,0.8792,0.9278,-0.4087,-0.004,0
-0.7728,-2.2647,-0.2033,1.6095,2.0524,-0.2608,0.872,0.0311,2.041,-0.8567,0
1.4182,0.2692,2.13,1.8173,0.0057,0.3378,0.6561,-1.8127,-0.6174,-1.0156,0
0.9529,-0.4914,-0.3785,-1.3031,-0.8183,0.2959,-0.0734,-1.0319,-1.3196,0.9896,0
0.5296,0.3042,0.0346,0.3669,-0.8049,-0.0068,-0.812,0.9888,0.428,0.5598,0
0.5455,-2.3385,-0.8292,-0.5687,-0.0146,-1.8635,0.5873,1.1274,-0.1606,1.0331,0
-2.0532,-0.1526,1.3086,-0.0825,0.558,-1.1424,-0.0365,0.8826,0.1855,1.0773,0
1.2023,-0.1396,1.4877,-1.6963,0.851,-0.173,-0.7329,1.107,-0.4936,-0.3789,0
-1.2817,1.1777,-0.8821,0.3659,-1.1771,0.8772,1.4131,-0.2857,-0.913,-1.1068,0
-0.4143,-1.8,-1.078,1.0682,0.4574,-1.1756,-0.8268,-0.3921,0.6605,-0.4669,0
0.9779,-1.2496,-1.7369,-2.0045,1.9004,0.1725,0.5635,-0.9213,-0.0638,-0.0575,0
-0.419,1.0634,0.116,-0.4288,-0.9093,-1.0691,1.3411,0.2874,1.7199,-0.4995,0
-0.4714,-2.4337,1.4124,0.5271,0.9988,0.5668,1.864,-0.6369,-0.241,-0.6505,0
0.7669,0.2891,3.6175,-0.3248,0.099,1.3232,-0.6772,-0.5136,-0.3738,0.2625,1
-1.0584,0.7944,-1.434,-2.0272,-0.3111,-1.1615,-2.4545,-0.7622,-0.7556,-0.9428,0
1.1138,0.1858,1.5321,-0.8688,-0.9845,-0.1743,-0.2514,-0.1442,-0.156,-1.0772,0
-0.8346,0.3992,-1.4327,-0.5418,2.3014,1.8052,1.0624,-0.3362,0.2825,2.4071,0
1.0908,-0.3333,-0.513,0.3126,1.1099,0.1256,-0.3269,1.1586,2.3498,0.0766,0
2.8842,1.7764,0.9777,-0.0725,1.0661,2.3026,0.2985,-0.5745,-0.8552,-0.0721,1
-1.0311,1.0839,-0.9997,0.7725,-0.0767,-0.0742,0.2237,-1.906,-0.3261,-0.4183,0
2.5211,0.5441,0.5183,-0.3065,2.25,1.8297,0.0539,-1.529,0.4683,-0.323,1
-0.468,0.3256,0.2567,-0.7093,0.1759,-0.0557,1.7677,2.4773,0.6865,0.9682,0
0.7908,-0.5719,2.8579,-0.2454,0.3407,-0.8271,0.8261,0.937,-1.6241,-0.3287,0
1.0086,0.5688,2.166,-0.0476,0.9556,1.6151,-0.6404,0.1473,-1.0497,0.4999,1
-2.5642,0.9114,0.6086,1.4668,-1.2363,0.0344,-0.255,-0.0728,-0.0736,0.027,0
-1.0412,0.7857,0.1581,0.7122,-1.6862,0.7806,0.3693,0.8616,0.1816,-1.1095,0
2.1128,1.4516,-0.6631,0.1466,1.4368,1.6802,-0.2046,1.9368,-1.6668,0.968,1
0.8142,-0.2771,2.0571,0.124,-0.8723,1.1184,-1.9387,0.435,0.3088,0.8388,0
0.4895,0.0788,1.9311,0.1445,-0.5842,-0.396,-0.4513,-0.561,-0.4042,-0.7815,0
0.6486,0.196,-0.9715,-0.683,-0.9854,-1.0062,-0.2005,0.5533,-1.3728,-0.5048,0
-1.3433,0.7989,1.0468,1.3814,0.8032,0.5081,-1.5199,0.5448,-0.7919,0.6167,0
0.6498,0.7139,-0.026,-0.182,1.4648,2.4708,-0.2913,-0.1884,1.4938,-1.923,0
1.8388,1.6661,1.4819,0.7988,1.2329,0.5741,-0.733,0.1955,0.9485,0.1352,1
0.8146,2.4453,0.4667,-1.3827,0.1044,-0.5717,-0.7663,-0.2253,0.6749,-0.7878,0
-0.2014,-0.0058,-1.793,-0.6171,0.1488,1.0954,0.4329,0.0519,1.0171,-0.6302,0
-1.8106,1.2027,1.2183,1.1535,-0.1074,1.2425,0.5822,-0.1311,-0.2998,1.984,0
-1.008,1.07,1.6805,0.4244,0.5393,0.3091,-1.1791,0.5486,-0.0663,1.2198,0
-0.9115,-0.7798,2.0493,1.9432,0.3143,1.0207,0.1027,1.1884,0.2681,-0.1343,0
0.2462,-0.4021,1.3764,-0.4782,0.7192,-0.1007,0.8833,-1.8956,0.435,-0.731,0
0.0573,-0.1433,0.7468,-0.3061,0.0055,-0.8664,1.0871,1.378,1.4944,0.9925,0
0.611,0.2298,-0.6245,0.2215,0.9416,1.2015,-1.1053,-0.4526,0.8119,-0.2867,0
-1.6527,-1.8487,-0.3977,-0.8022,-0.3914,-0.6008,0.4256,-0.0202,0.3111,-0.5725,0
-0.6452,-0.1392,0.2323,-0.0334,-0.6822,-0.9443,0.5615,-2.0599,-0.052,-0.3328,0
2.0619,-1.0972,0.4105,0.0852,1.4465,-0.3724,0.4859,-0.5919,1.4357,1.9738,0
1.8386,1.3757,-0.5261,0.4944,1.3866,1.359,0.2279,-0.7188,0.6116,-0.5305,1
-0.2575,1.5728,-1.1884,-1.6206,-1.2062,0.5795,1.3793,0.396,0.1346,1.1667,0
0.4773,0.1422,-0.0454,0.4666,0.0685,-0.6866,0.853,-1.1561,-1.4154,0.2888,0
0.242,0.3975,1.1171,-0.8079,-0.8084,-0.0453,-0.2405,0.4489,0.9426,-0.1881,0
-0.0994,0.6099,-0.3497,3.348,0.2144,-0.0878,-1.7291,-0.3473,0.3674,-1.3977,1
-0.5224,0.5838,-0.586,-0.5047,0.3265,-1.1777,0.016,-0.3975,1.3772,0.2712,0
-1.1264,-1.2608,0.783,0.1203,0.9006,-0.4009,-1.178,-0.8703,-0.6728,0.5994,0
1.1484,0.7334,-0.7133,-1.2715,0.7567,0.8846,-0.0814,0.3613,0.476,0.7478,0
-1.5337,1.4782,-1.3104,-2.775,-0.6081,-0.5207,0.2377,0.5755,0.0614,0.5224,0
-1.0037,-0.3649,-0.9605,-1.8552,-2.5981,-0.1275,-1.319,-0.8418,0.278,-0.4216,0
0.1145,1.4629,0.9715,1.0621,1.0407,-1.5842,0.5455,-0.9354,-0.6517,-1.1004,0
-0.1811,-1.3373,1.508,0.6834,-0.2622,-0.1768,-0.9846,-0.3994,0.0057,-1.6601,0
0.1139,-0.5236,-0.2458,-0.5575,2.2126,0.2293,0.0615,0.7531,-0.4079,-0.3095,0
-1.6421,-1.1656,0.1324,1.1188,0.1519,0.1897,-0.7156,0.4385,-0.6738,-1.9233,0
-0.6492,-0.0254,0.2757,-0.2589,0.2957,1.1049,-0.3505,-1.9023,0.0402,-1.2339,0
-0.8577,-0.1338,-2.1273,0.8088,0.3005,0.7228,1.9539,-1.3043,0.6468,-0.2524,0
-0.0725,0.3712,0.2767,0.4172,1.332,0.5386,0.6255,-0.4079,1.1853,1.2128,0
0.6014,0.2156,-0.4439,1.1497,-0.1201,1.7298,0.6447,1.4636,2.8226,-0.9242,1
0.0609,1.5652,-1.292,-1.0919,-1.4356,-0.7696,0.336,-0.5557,-1.2257,-1.8638,0
-0.1921,0.0761,0.8641,1.3377,-0.7529,0.7739,-0.9708,-1.3329,-0.8992,1.4521,0
-0.3385,0.9707,0.3396,0.793,1.1309,-1.504,1.0079,0.27,-1.4819,-1.1529,0
-0.0281,1.0834,2.4334,0.5861,0.3928,0.0207,-0.6914,-0.6518,-0.487,1.0758,1
-0.2713,0.9376,-2.4073,0.1849,-0.3612,-1.1646,0.0965,0.7494,0.7894,-0.6207,0
0.5017,0.7626,-0.2989,-0.6666,2.0096,1.4433,-2.2309,1.9843,-1.6895,0.2081,0
0.6232,0.6005,0.6016,0.3745,-0.6802,-2.2016,-0.0882,-1.2237,-0.378,-0.3695,0
-0.6738,3.7017,-0.4801,0.3982,-0.2414,-0.7985,1.13,1.3606,-1.2306,0.0794,0
0.9055,1.3516,2.0458,0.1263,0.8082,2.2239,0.2303,0.6685,-1.14,0.7349,1
-1.4606,-1.36,-0.1764,-0.6996,0.8881,-0.8029,-1.0894,-0.072,1.0262,-1.9784,0
1.9424,0.397,0.2618,0.8207,1.9043,1.7654,-0.9647,-0.0433,-0.0491,0.1438,1
-0.842,-0.2567,0.6804,0.2354,1.4258,2.3722,1.0615,0.7345,-0.1017,0.8862,0
-0.542,1.8977,-1.5879,1.1865,1.0254,-0.4966,-1.6877,1.3424,-0.5554,1.213,0
0.2895,-0.3552,-0.0273,0.7897,-0.3025,0.171,1.2878,-0.8799,-0.5208,1.799,0
2.1415,0.4956,0.597,-0.1177,0.9246,0.583,-0.6608,-0.3084,0.6962,-0.6168,0
-2.3348,-0.1152,-0.0779,0.6426,0.2656,-0.5846,0.4201,-1.073,1.1854,-0.9004,0
-1.163,1.5951,0.3499,1.6138,0.4344,-1.0165,0.4253,-0.4058,0.733,-1.1215,0
-1.0053,-0.844,-0.8367,-0.9904,-0.8777,0.9514,-0.6152,0.7938,0.1428,2.4377,0
0.7442,-0.5735,0.377,-1.4056,-0.3087,-0.4712,-0.4167,1.7971,1.7837,0.6687,0
0.7928,0.2506,1.9866,0.086,0.6794,2.9261,0.817,0.1068,-2.197,-0.8784,0
1.1689,0.3691,0.3333,-0.5393,0.092,-1.0224,-1.8293,-1.7872,-1.182,-1.0155,0
-0.1248,-0.473,-0.279,-1.2316,-0.1775,0.5097,-0.1351,1.2056,0.5085,0.7894,0
0.7492,-0.775,-0.2055,-1.1931,-0.3201,1.1601,0.7923,0.3866,0.9678,-0.3774,0
-0.7395,-0.0459,0.6038,-0.3285,-0.3809,0.9825,-1.1174,-0.3098,0.8734,-0.8671,0
0.2005,-0.4607,-1.1349,0.2538,0.5908,-0.4388,-0.3012,-0.2686,-0.0212,0.6127,0
-1.7895,0.7327,0.8002,-1.602,0.6186,-0.6169,1.6513,0.5369,-0.0795,-0.2829,0
1.0972,-0.1493,-0.0561,0.6239,1.5609,0.5712,-2.3777,-0.6952,-0.8943,-0.5044,0
-0.8398,-0.602,0.6178,0.0268,0.7996,-1.1239,0.2521,1.4256,-0.5259,0.0267,0
0.1574,-0.2083,-0.0336,-0.9069,0.8088,0.4007,-0.089,-1.1247,1.2202,2.1016,0
1.2821,-0.8385,0.0535,-0.4515,0.751,0.5846,-1.3849,1.7797,-0.4832,-2.4061,0
-1.4155,-0.4662,0.4602,-1.4466,0.748,-0.4891,2.5722,0.7537,-0.2023,-0.7755,0
-0.7213,-0.6162,0.2892,0.116,-0.1202,2.1711,0.6712,0.0646,1.7568,-0.3584,0
0.9623,0.9922,0.8755,1.1915,0.6127,1.023,0.8309,0.6497,-0.3796,-0.93,1
0.838,1.5682,0.8137,0.3862,-0.4765,2.0473,-0.3101,-1.4616,1.0151,1.2918,0
-0.4288,0.9876,-0.3846,-2.9671,0.8946,-1.1436,1.6546,1.428,-0.9117,0.9779,0
-0.814,0.3039,-0.9742,1.3586,0.1488,-0.1482,-1.04,-1.812,-0.0199,-0.6437,0
-0.5772,-0.6404,-1.8222,0.4578,-1.4836,-0.279,0.7415,0.6596,0.6913,0.5086,0
0.3871,1.0531,0.0051,-0.5022,-1.2481,-0.823,1.6008,0.0239,0.3654,0.1032,0
-0.1142,-0.9833,0.323,0.5028,0.4819,-1.4089,-1.229,-0.5329,-0.2598,0.6754,1
0.7579,1.2671,-0.6164,-0.4759,-1.0257,-1.5629,-1.5556,0.1528,-0.6632,-0.5703,0
-0.6661,0.5248,0.6328,0.0646,0.6636,0.0551,-1.0921,0.7655,0.0663,0.6118,0
-1.4928,-0.2557,-1.0615,0.3787,-1.1265,0.1329,0.204,-0.1017,-0.9109,0.6493,0
-0.0493,-0.7463,1.0193,0.5091,0.6185,-0.1466,0.376,0.6697,0.8197,1.6262,0
-0.6797,1.7777,-1.3193,-0.0757,0.4134,-0.3721,0.7538,-0.1897,0.5172,-1.2591,0
0.675,0.3773,1.0771,-0.0783,0.5222,0.7914,1.2481,-1.9663,-0.6714,0.2406,0
-0.3403,1.9749,1.1615,0.0185,1.6248,1.3033,-1.8871,-0.5478,0.8556,-1.3446,0
0.2836,-0.7785,0.4716,-1.446,0.8221,0.1434,0.1496,-1.5315,-0.8786,-1.4612,0
0.3552,1.5311,-0.4326,2.095,1.2578,2.1457,1.7695,1.5292,0.0885,-0.7646,1
-2.0265,-0.4937,0.0225,0.4946,-0.2446,0.1126,-0.438,0.6035,-1.4916,-0.8006,0
0.3083,-1.0167,0.1751,0.5502,0.1469,1.1587,-1.4577,-0.3594,0.5268,0.1224,0
-0.2793,1.3584,-0.7183,1.0436,3.492,0.0933,-0.5944,0.4211,-0.5597,-0.4804,0
0.1105,1.006,0.9142,0.6383,-1.6948,1.4672,-0.731,-1.6316,-0.6458,0.7195,0
-0.5776,0.5947,0.7841,-0.6505,0.3187,-0.5872,-1.3271,1.1241,-0.694,0.8374,0
-0.2645,1.5291,1.1198,-1.3703,-2.2304,3.0889,0.1048,0.239,-2.3954,1.3156,0
0.5557,0.5872,-0.8412,0.0863,0.6309,1.0511,0.1424,-1.9544,-2.5822,0.3056,0
-0.6645,1.387,1.637,-0.1699,0.2209,-0.9935,0.2095,-1.1229,-0.7971,-2.4989,0
-1.676,-0.8588,-0.2484,1.1742,-0.9623,-1.2476,1.3307,1.1628,0.4689,0.6041,0
-1.691,0.5816,0.5986,-0.7904,-0.8066,-1.1805,-0.1122,-0.9013,-0.5326,-0.1173,0
-0.6948,1.8557,0.3894,1.4349,0.732,-0.3471,1.7935,0.308,-1.4929,-1.2676,0
0.6859,-0.6711,0.883,-0.4324,1.4758,-0.2954,-1.3023,0.074,1.0051,0.3833,0
0.1859,1.5117,-0.144,-0.7865,0.5914,-0.9195,-0.8475,0.5913,0.4443,1.0,0
1.4865,1.0663,1.0952,0.8802,0.1869,-0.6436,-1.8649,1.1776,-1.5791,1.2439,0
0.4202,1.0635,1.3852,0.4949,-0.4791,-0.3999,-0.5534,0.1716,1.4922,0.39,0
1.9416,1.4172,1.2371,1.7171,2.7828,1.4482,-0.4417,-0.4551,-0.2399,0.3039,1
1.9971,-0.7376,1.3778,-2.4729,-1.4556,0.2978,0.9751,-0.3588,0.2945,0.3819,0
0.3924,1.3806,0.2308,0.5772,-1.9761,-1.9148,-1.2056,0.0542,0.6646,-1.9162,0
0.452,1.576,0.688,0.4475,-0.8497,-1.0107,-1.6443,0.9747,0.1491,-0.8196,0
0.593,0.4165,0.1412,0.0809,0.8748,0.2018,0.598,0.1372,1.0032,0.1584,0
-0.5689,-0.251,-1.6894,-0.9064,0.53,-1.84,0.5787,-0.8603,0.1964,1.1973,0
0.0524,0.017,1.5363,1.0837,-1.3766,2.2404,-0.2518,-1.4939,-0.7438,-0.0239,0
1.1427,0.8847,1.0652,0.7863,3.618,-0.768,-1.8204,1.7512,-0.9939,-0.6354,1
-1.7857,1.2443,0.3531,-2.0512,0.0592,1.1133,0.0336,-1.6063,1.6582,-0.3111,0
1.8318,-0.0149,0.5114,-0.155,2.6547,-0.8495,0.6372,0.254,-2.2722,-0.7966,0
-0.6515,0.8038,0.7043,0.0141,0.7361,-0.283,0.5968,0.4861,0.0009,2.1621,0
-1.6164,-1.3466,0.9135,0.3432,-1.3718,0.0329,1.9923,0.2261,1.1241,-0.4816,0
0.6294,0.5758,1.0856,1.5394,-0.1271,1.2035,-0.563,-0.2401,-1.6326,-0.3583,1
1.2809,-0.4774,0.2507,0.2996,-0.5618,0.7039,0.6707,-1.1255,1.4073,2.3774,0
-0.474,1.2125,0.3086,-1.8432,0.4563,-1.257,0.3819,-0.211,0.1526,0.4368,0
1.7789,-0.1165,1.5148,0.751,1.8355,-1.2651,0.0953,0.3729,-0.1244,0.9026,1
-0.4259,-0.6232,-0.2644,-0.0888,0.5573,0.2548,2.3569,0.894,0.2245,0.0938,0
-0.436,0.6017,-0.489,0.4389,-0.1159,0.7417,0.9645,-0.3412,1.2363,-0.1595,0
-0.298,-0.6655,-1.6939,0.8158,-0.9308,0.5853,0.5875,2.0538,1.4653,0.2117,0
0.5531,0.418,2.0647,-0.1692,-0.8694,-0.4072,-0.2372,-3.3359,-1.8285,-0.4774,0
1.1573,-0.9884,1.1458,0.7596,-0.9873,-1.1386,-0.3058,-0.7889,1.6909,0.5335,0
0.8197,-0.1239,-0.1247,0.3818,-0.6925,0.2321,-1.5423,1.2482,0.3762,0.7584,0
1.2499,0.7395,-0.0753,1.9006,1.7211,0.2813,-0.8413,0.7499,-0.8846,1.0324,1
0.7076,1.8282,0.2046,-0.1757,-1.3378,-0.2762,-0.0077,-0.202,-0.0932,0.2534,0
1.8995,0.5837,1.5703,-1.9445,-0.7638,-1.295,0.0055,0.646,-1.0988,0.2146,0
0.8946,2.4436,0.3505,1.3231,0.4364,2.2661,-0.9793,1.0258,-0.8138,-0.3028,1
-2.0208,0.2859,2.5447,0.2056,1.1389,-1.2573,-0.9996,-1.6555,-1.5307,-2.6669,0
-0.7111,-0.2145,-0.1792,-0.9888,-0.6537,0.5827,-0.9583,0.2833,-0.3258,0.5661,0
-0.992,-0.6112,1.937,0.4285,1.0093,0.1386,0.5433,1.0822,-0.355,0.2052,0
1.0463,0.4186,0.816,0.7377,-1.1308,-0.741,1.0254,-0.9788,-0.8976,-0.3149,0
0.8113,1.1908,0.5102,0.2912,0.7127,-1.7305,0.321,0.9108,-0.0949,-0.7844,0
-0.1321,-1.9383,0.6964,-0.6962,0.4085,-0.5041,-0.0403,-0.0112,0.6321,-0.5703,0
0.26,0.5853,0.3211,-0.1445,0.8901,-0.1365,-0.9484,-1.041,-0.4726,-0.1966,0
-0.3828,2.2494,-0.2616,-0.5509,-2.3094,-0.7983,1.6792,-0.2867,-0.485,-0.4897,0
1.7307,-0.3581,-0.6446,0.466,3.199,0.2677,0.534,0.5343,0.383,0.057,1
-0.5171,0.1957,1.1328,-2.1575,-0.1259,-0.0014,-0.4164,-0.531,0.4496,-1.0744,0
0.2388,-1.0416,-0.5102,-2.2127,-0.0535,-0.0472,-2.0818,-0.6344,-0.3436,-1.3679,0
0.7972,2.8478,-0.536,1.2828,2.0609,3.0742,-0.3651,0.66,-0.6499,-0.0428,1
-0.9059,2.0655,0.829,0.5469,-0.4566,-1.3555,-0.624,0.5595,-0.1822,-1.1283,0
0.5748,1.5101,0.1584,0.5317,1.2176,1.1944,-1.6956,1.1642,-1.5636,-0.4872,1
-1.7593,1.4125,0.6189,-0.3273,0.7091,0.0017,0.5363,-0.1826,0.2745,-1.2328,0
2.1814,1.1401,1.4472,-2.712,0.3515,-0.4149,1.9144,-1.1614,-1.5235,-0.7125,0
-0.6472,1.7185,1.1743,-0.5326,2.7325,0.1973,-0.6514,0.7192,-0.2061,-0.2748,0
2.0801,0.9956,-0.3785,-0.9994,-1.561,0.1748,2.1696,1.0149,0.4676,1.6111,0
-0.0071,0.3957,1.145,-0.1745,0.6763,0.5119,-0.297,-0.7994,-0.2524,-0.6899,1
0.6948,0.2104,0.8744,-0.9277,-0.7454,1.5821,1.0283,-0.2514,-1.3793,-0.2326,0
-0.3205,-1.195,0.6993,-1.0875,1.0218,0.3577,-0.3937,0.7031,-0.3584,-0.8424,0
0.1228,-0.6241,-0.4196,1.3877,0.1044,-0.2915,0.7262,1.1481,-0.6733,0.7305,0
1.3209,0.6668,0.7251,-0.2533,0.6135,1.7124,-0.2634,1.7244,-1.2282,-0.0644,0
-0.6459,-1.1439,-0.8169,-1.5453,0.0185,0.0112,0.532,0.0698,0.3745,-0.4077,0
2.5027,1.4346,-1.8926,0.8836,1.8389,2.6873,-0.6018,-1.1273,-0.2638,0.4862,0
-0.8004,-0.2203,1.2685,-0.427,-0.7388,0.5307,0.2371,0.6277,-0.0463,1.2143,0
-0.6509,1.2697,0.492,0.5593,0.9438,0.1102,0.3339,0.7528,-0.0666,-1.3611,0
0.8335,2.0961,-1.8309,-2.2326,-1.3739,0.1938,0.1777,-1.2686,0.8602,1.6422,0
-0.9605,-2.0821,-1.7244,0.4116,1.3329,-1.168,-0.5734,-0.7105,-0.2945,0.8576,0
-1.0271,0.6451,0.0174,-0.5148,-0.631,-1.0809,0.9676,-0.8744,2.0139,1.9453,0
-0.3643,2.8998,1.6992,-0.4186,0.0585,-1.1184,-0.6794,0.0742,0.6092,0.4133,0
0.1197,1.2126,-0.7371,0.0009,-0.7056,0.8487,0.1361,0.7038,0.8574,1.6455,0
0.6894,0.7198,1.0349,-0.1326,0.2566,-0.8314,-0.5784,-0.0818,0.6414,-0.9144,0
-2.3405,1.7132,-0.3449,-0.4797,1.5959,0.7399,-0.6817,0.0911,0.0695,0.6035,0
0.2115,0.1934,-0.3066,-1.934,-0.076,-0.7327,-0.1226,0.3489,-1.5169,0.3835,0
-0.6511,-0.2365,-0.0158,-1.7126,1.9442,-0.5658,-0.0811,-0.6232,-0.3051,-0.0625,0
-0.566,-0.7409,1.7324,1.3976,-0.2403,1.0,0.3257,1.3571,-1.0974,0.2419,0
-0.851,1.0931,-0.2028,0.0131,-0.1498,-0.4288,0.1521,0.3078,1.0177,-0.0485,0
0.5835,-1.0711,0.1105,-0.8311,-0.9789,-0.2431,0.1702,0.5143,1.7965,1.0465,0
0.856,0.5811,-0.3385,0.7165,-0.7952,0.4016,0.7344,-1.0706,1.1309,0.5926,0
1.2594,1.796,-0.4488,-0.866,1.5614,0.4655,1.5581,0.0004,-1.0474,-0.5485,1
-1.5231,-0.0208,0.051,0.4858,0.4441,-0.8221,-0.9581,-0.6514,-1.8105,0.2009,0
-1.4019,-1.0212,0.2153,0.1454,0.5164,0.2997,1.2583,0.6968,-1.208,0.9149,0
-0.2864,3.1242,-1.3665,1.9032,-0.1999,-0.2988,-0.2763,0.0719,0.4978,0.5284,0
0.8195,0.6238,1.3332,1.0798,2.9869,1.4934,-0.4456,0.6486,-1.021,0.6816,1
0.7367,0.6795,-0.332,-1.0704,0.2897,-0.8237,-0.2838,-0.3975,-0.1083,-0.5083,0
0.7877,0.7414,0.3471,0.5245,0.8139,-0.5015,0.6807,-0.0698,1.5971,0.8008,0
0.3874,-0.0867,-0.4467,-0.4007,-1.8789,1.8807,0.5998,0.15,-1.138,0.0682,0
2.1538,0.7797,-2.0969,-0.35,0.9558,0.4563,-0.1249,-0.7314,0.0133,0.5677,0
-0.7152,-0.5301,0.4423,-2.0851,1.7776,2.624,0.3009,0.7147,0.1724,0.2536,0
0.3762,0.4577,-0.3353,-1.609,0.9952,0.2407,-0.5612,2.5129,-0.4604,0.8444,0
-0.2273,-0.1698,-0.6999,0.747,-2.0497,0.2255,0.5698,-0.2412,0.4256,1.6121,0
0.8697,-2.1726,0.8803,-1.3872,0.4021,0.8083,-0.8386,1.6365,-1.8474,1.9844,0
-0.618,0.1148,-0.4476,-0.2655,0.6441,-0.4403,-1.0907,1.1983,1.3459,-0.7784,0
-1.2836,-2.3644,-0.2657,-0.6671,0.4749,0.4405,2.3278,1.3532,-1.6557,-1.5523,0
1.3618,0.5004,-0.8079,0.5753,-0.919,-0.2854,-1.3189,-1.0718,-0.6303,0.0389,0
1.5007,-0.633,0.1376,-0.5818,-0.0635,-0.6709,-1.9276,-0.9534,1.6568,-0.4026,0
-1.4755,-0.0945,0.1022,-0.2002,1.3724,-1.4857,-0.4665,-0.3719,0.0971,0.7714,0
-0.2441,-0.0416,-0.2358,0.0266,0.6824,1.2025,1.4917,-1.0151,1.1348,-0.3108,0
-0.4524,-1.2437,-1.024,0.1584,0.7985,0.4262,0.4285,0.2218,-0.0348,0.1667,0
1.2807,0.5721,1.2084,0.4887,-0.2893,-1.3443,0.481,-0.9303,0.776,1.5906,0
-1.3466,-0.1333,-0.4631,-0.9125,0.8727,0.8703,0.7529,-0.219,-0.6793,0.1278,0
-0.4292,0.3804,-0.7119,-0.1437,0.5355,-0.4623,0.6921,-0.9784,-1.42,-0.0265,0
1.1853,-0.2199,1.3147,0.6924,1.035,0.176,0.6929,-0.1872,-0.8383,0.3409,0
-0.6932,0.8265,1.0986,1.5569,0.6384,-0.2151,-0.7626,1.5039,0.7512,0.3694,0
-1.2206,-0.2625,-0.3866,0.9549,1.6641,-0.64,-0.1425,-1.5573,-0.1815,-1.2861,0
-0.9478,1.0604,1.1507,-0.0275,0.7791,0.2979,-1.2797,-0.2807,0.747,0.1767,0
-0.8953,0.8163,0.7586,-0.4775,0.0344,1.3091,-1.7283,-0.1069,-0.1245,-1.1867,0
0.2133,1.1731,0.876,-0.0266,-0.5076,1.2492,-0.8784,0.3501,1.0651,0.071,0
-1.2391,0.3772,0.08,2.0901,-1.26,0.1872,-0.7176,-1.6871,0.274,0.8924,0
0.2179,0.7115,1.0333,0.8152,0.9447,0.467,1.8043,-1.0278,-0.202,-0.741,0
-0.496,-0.2836,1.3261,0.0316,0.5905,-1.1091,0.3842,-1.278,0.4466,2.7469,0
-0.7818,-1.3647,-0.2231,-0.639,-1.1152,-0.7447,-0.7083,-2.0567,-1.6883,-0.8994,0
0.5954,1.4308,0.4241,-0.2399,-0.15,-0.1335,-0.6057,0.1239,1.4671,0.0165,0
-0.6152,0.1518,1.6114,-0.5326,0.9722,-1.8167,0.2858,1.1884,1.1365,-1.5232,0
0.5786,1.6558,-0.354,-1.1788,2.363,1.7013,0.8775,-0.5308,-0.0957,0.6668,0
0.223,1.8326,-1.1149,0.249,0.2959,-0.2522,1.4985,-1.7805,-0.3093,-0.719,0
-1.7834,-1.5704,-2.0844,1.3098,-1.1532,0.9412,0.6505,-0.1866,-0.6714,1.5262,0
-0.4836,0.4941,-0.5389,0.221,1.1823,-0.6285,-0.739,-0.4322,0.0194,-0.0562,0
